Freq.	I(R1)
9.60250000000000e+07	(-2.13147917186842e+02dB,1.42786053079036e+02°)
9.60300000000000e+07	(-2.13148369726787e+02dB,1.42781670150551e+02°)
9.60350000000000e+07	(-2.13148456343216e+02dB,1.42786314589855e+02°)
9.60400000000000e+07	(-2.13150058482945e+02dB,1.42785552005971e+02°)
9.60450000000000e+07	(-2.13147415362056e+02dB,1.42778900503645e+02°)
9.60500000000000e+07	(-2.13149364021285e+02dB,1.42789739784689e+02°)
9.60550000000000e+07	(-2.13148950207206e+02dB,1.42794075169267e+02°)
9.60600000000000e+07	(-2.13151356572351e+02dB,1.42804921003204e+02°)
9.60650000000000e+07	(-2.13149547055372e+02dB,1.42817910688685e+02°)
9.60700000000000e+07	(-2.13150874136643e+02dB,1.42803468156909e+02°)
9.60750000000000e+07	(-2.13151159145197e+02dB,1.42806916589183e+02°)
9.60800000000000e+07	(-2.13152801469292e+02dB,1.42819520763928e+02°)
9.60850000000000e+07	(-2.13153320808749e+02dB,1.42819531429070e+02°)
9.60900000000000e+07	(-2.13150919805380e+02dB,1.42826397465180e+02°)
9.60950000000000e+07	(-2.13154176733869e+02dB,1.42825049224627e+02°)
9.61000000000000e+07	(-2.13152119247409e+02dB,1.42826605651956e+02°)
9.61050000000000e+07	(-2.13152179943930e+02dB,1.42823847334177e+02°)
9.61100000000000e+07	(-2.13153486329033e+02dB,1.42824899036402e+02°)
9.61150000000000e+07	(-2.13154766585376e+02dB,1.42826323528581e+02°)
9.61200000000000e+07	(-2.13154618443938e+02dB,1.42834147735762e+02°)
9.61250000000000e+07	(-2.13155245705567e+02dB,1.42841435606066e+02°)
9.61300000000000e+07	(-2.13153885892205e+02dB,1.42837499282539e+02°)
9.61350000000000e+07	(-2.13153998588091e+02dB,1.42840883581516e+02°)
9.61400000000000e+07	(-2.13156809377246e+02dB,1.42838873477505e+02°)
9.61450000000000e+07	(-2.13152874011542e+02dB,1.42838177403940e+02°)
9.61500000000000e+07	(-2.13154872646692e+02dB,1.42850232724233e+02°)
9.61550000000000e+07	(-2.13154774017916e+02dB,1.42855434839299e+02°)
9.61600000000000e+07	(-2.13158156606379e+02dB,1.42855172894295e+02°)
9.61650000000000e+07	(-2.13157641884409e+02dB,1.42871260399719e+02°)
9.61700000000000e+07	(-2.13157130385578e+02dB,1.42860842788382e+02°)
9.61750000000000e+07	(-2.13157422859098e+02dB,1.42860956407301e+02°)
9.61800000000000e+07	(-2.13159861784743e+02dB,1.42870472897357e+02°)
9.61850000000000e+07	(-2.13160185765958e+02dB,1.42873045667690e+02°)
9.61900000000000e+07	(-2.13157824324534e+02dB,1.42883512654359e+02°)
9.61950000000000e+07	(-2.13159317680045e+02dB,1.42880170076764e+02°)
9.62000000000000e+07	(-2.13159030822688e+02dB,1.42884821902131e+02°)
9.62050000000000e+07	(-2.13158777549634e+02dB,1.42881949497508e+02°)
9.62100000000000e+07	(-2.13159063766501e+02dB,1.42880325703329e+02°)
9.62150000000000e+07	(-2.13160335733494e+02dB,1.42885203487105e+02°)
9.62200000000000e+07	(-2.13160756063988e+02dB,1.42890885008653e+02°)
9.62250000000000e+07	(-2.13162079794915e+02dB,1.42892676426655e+02°)
9.62300000000000e+07	(-2.13159530760189e+02dB,1.42895928880154e+02°)
9.62350000000000e+07	(-2.13159876871777e+02dB,1.42897704539741e+02°)
9.62400000000000e+07	(-2.13162926036215e+02dB,1.42890185144206e+02°)
9.62450000000000e+07	(-2.13159561913497e+02dB,1.42900667942692e+02°)
9.62500000000000e+07	(-2.13161939152947e+02dB,1.42911974733748e+02°)
9.62550000000000e+07	(-2.13161976055582e+02dB,1.42916281955008e+02°)
9.62600000000000e+07	(-2.13164164089402e+02dB,1.42907706661844e+02°)
9.62650000000000e+07	(-2.13164683255179e+02dB,1.42915366378672e+02°)
9.62700000000000e+07	(-2.13163760994247e+02dB,1.42918535340536e+02°)
9.62750000000000e+07	(-2.13163530420541e+02dB,1.42917242227394e+02°)
9.62800000000000e+07	(-2.13165819300853e+02dB,1.42917599940110e+02°)
9.62850000000000e+07	(-2.13166504903086e+02dB,1.42924096807704e+02°)
9.62900000000000e+07	(-2.13164943381086e+02dB,1.42936304562417e+02°)
9.62950000000000e+07	(-2.13165331924502e+02dB,1.42940014417000e+02°)
9.63000000000000e+07	(-2.13166121304821e+02dB,1.42938578532823e+02°)
9.63050000000000e+07	(-2.13165953949715e+02dB,1.42936152690765e+02°)
9.63100000000000e+07	(-2.13165169020404e+02dB,1.42942016103100e+02°)
9.63150000000000e+07	(-2.13166063351022e+02dB,1.42945769741234e+02°)
9.63200000000000e+07	(-2.13166980674454e+02dB,1.42946771194321e+02°)
9.63250000000000e+07	(-2.13168022978480e+02dB,1.42943453049476e+02°)
9.63300000000000e+07	(-2.13165752845020e+02dB,1.42954256669085e+02°)
9.63350000000000e+07	(-2.13166386327078e+02dB,1.42953319774790e+02°)
9.63400000000000e+07	(-2.13168444737680e+02dB,1.42945099658273e+02°)
9.63450000000000e+07	(-2.13167411279543e+02dB,1.42959101768637e+02°)
9.63500000000000e+07	(-2.13169820277296e+02dB,1.42966073130653e+02°)
9.63550000000000e+07	(-2.13169601975815e+02dB,1.42969659332808e+02°)
9.63600000000000e+07	(-2.13169910962824e+02dB,1.42964535010255e+02°)
9.63650000000000e+07	(-2.13169866647245e+02dB,1.42959248700178e+02°)
9.63700000000000e+07	(-2.13170631615264e+02dB,1.42972297079518e+02°)
9.63750000000000e+07	(-2.13169916429495e+02dB,1.42975263806302e+02°)
9.63800000000000e+07	(-2.13171070402019e+02dB,1.42968542470818e+02°)
9.63850000000000e+07	(-2.13172259403773e+02dB,1.42977345934755e+02°)
9.63900000000000e+07	(-2.13171792371842e+02dB,1.42987906662702e+02°)
9.63950000000000e+07	(-2.13172321048457e+02dB,1.42996807412835e+02°)
9.64000000000000e+07	(-2.13172537672050e+02dB,1.42990723614997e+02°)
9.64050000000000e+07	(-2.13172667351975e+02dB,1.42985901738493e+02°)
9.64100000000000e+07	(-2.13172258874296e+02dB,1.43002317495949e+02°)
9.64150000000000e+07	(-2.13172134835654e+02dB,1.43005148888690e+02°)
9.64200000000000e+07	(-2.13173274583477e+02dB,1.43000222086918e+02°)
9.64250000000000e+07	(-2.13173607427981e+02dB,1.42998609901640e+02°)
9.64300000000000e+07	(-2.13172590865673e+02dB,1.43010562802757e+02°)
9.64350000000000e+07	(-2.13173081426372e+02dB,1.43006343492914e+02°)
9.64400000000000e+07	(-2.13173983086258e+02dB,1.43006862131770e+02°)
9.64450000000000e+07	(-2.13175112820421e+02dB,1.43009223665898e+02°)
9.64500000000000e+07	(-2.13176759356001e+02dB,1.43011281190401e+02°)
9.64550000000000e+07	(-2.13176318342630e+02dB,1.43016313155691e+02°)
9.64600000000000e+07	(-2.13176011571682e+02dB,1.43021844336146e+02°)
9.64650000000000e+07	(-2.13174279340704e+02dB,1.43012082612559e+02°)
9.64700000000000e+07	(-2.13177250413800e+02dB,1.43022391688830e+02°)
9.64750000000000e+07	(-2.13176833486730e+02dB,1.43033290818963e+02°)
9.64800000000000e+07	(-2.13176545704406e+02dB,1.43026399309181e+02°)
9.64850000000000e+07	(-2.13177785217244e+02dB,1.43036023154447e+02°)
9.64900000000000e+07	(-2.13178314531750e+02dB,1.43040280042793e+02°)
9.64950000000000e+07	(-2.13178997992487e+02dB,1.43045643922308e+02°)
9.65000000000000e+07	(-2.13178411134819e+02dB,1.43045038591344e+02°)
9.65050000000000e+07	(-2.13178583971784e+02dB,1.43036456339322e+02°)
9.65100000000000e+07	(-2.13179747954723e+02dB,1.43054535480375e+02°)
9.65150000000000e+07	(-2.13178718158592e+02dB,1.43062202718032e+02°)
9.65200000000000e+07	(-2.13179436952273e+02dB,1.43053120699761e+02°)
9.65250000000000e+07	(-2.13179550813673e+02dB,1.43058335832290e+02°)
9.65300000000000e+07	(-2.13179588330660e+02dB,1.43063432152018e+02°)
9.65350000000000e+07	(-2.13179427733975e+02dB,1.43058065276795e+02°)
9.65400000000000e+07	(-2.13180293753381e+02dB,1.43071307837917e+02°)
9.65450000000000e+07	(-2.13181486617216e+02dB,1.43054760778804e+02°)
9.65500000000000e+07	(-2.13181932257157e+02dB,1.43056551528922e+02°)
9.65550000000000e+07	(-2.13181810483503e+02dB,1.43064390542988e+02°)
9.65600000000000e+07	(-2.13182326589847e+02dB,1.43076324692304e+02°)
9.65650000000000e+07	(-2.13179672282393e+02dB,1.43074238152197e+02°)
9.65700000000000e+07	(-2.13183204915931e+02dB,1.43073718377062e+02°)
9.65750000000000e+07	(-2.13183890862440e+02dB,1.43088371953567e+02°)
9.65800000000000e+07	(-2.13182733266356e+02dB,1.43087204134345e+02°)
9.65850000000000e+07	(-2.13183678436453e+02dB,1.43098248501353e+02°)
9.65900000000000e+07	(-2.13184645023262e+02dB,1.43091690687637e+02°)
9.65950000000000e+07	(-2.13184331737051e+02dB,1.43092498943034e+02°)
9.66000000000000e+07	(-2.13184524719190e+02dB,1.43101766141896e+02°)
9.66050000000000e+07	(-2.13184387332075e+02dB,1.43093541858897e+02°)
9.66100000000000e+07	(-2.13186421672540e+02dB,1.43100629047375e+02°)
9.66150000000000e+07	(-2.13185710241476e+02dB,1.43115837043744e+02°)
9.66200000000000e+07	(-2.13185402702729e+02dB,1.43108381044724e+02°)
9.66250000000000e+07	(-2.13185951309765e+02dB,1.43117566944981e+02°)
9.66300000000000e+07	(-2.13186160505840e+02dB,1.43112280509143e+02°)
9.66350000000000e+07	(-2.13185556952698e+02dB,1.43110203385563e+02°)
9.66400000000000e+07	(-2.13187506190054e+02dB,1.43130644857237e+02°)
9.66450000000000e+07	(-2.13186703258369e+02dB,1.43104838578176e+02°)
9.66500000000000e+07	(-2.13186297390286e+02dB,1.43112679880129e+02°)
9.66550000000000e+07	(-2.13186869723180e+02dB,1.43120993634265e+02°)
9.66600000000000e+07	(-2.13188236547184e+02dB,1.43129944945579e+02°)
9.66650000000000e+07	(-2.13186686402921e+02dB,1.43136805007072e+02°)
9.66700000000000e+07	(-2.13188710060267e+02dB,1.43130309063896e+02°)
9.66750000000000e+07	(-2.13190356275448e+02dB,1.43139288207306e+02°)
9.66800000000000e+07	(-2.13189439068416e+02dB,1.43145688674778e+02°)
9.66850000000000e+07	(-2.13190337038040e+02dB,1.43158605429648e+02°)
9.66900000000000e+07	(-2.13190606385405e+02dB,1.43141331340600e+02°)
9.66950000000000e+07	(-2.13188966547139e+02dB,1.43148712409848e+02°)
9.67000000000000e+07	(-2.13191113973425e+02dB,1.43157768602054e+02°)
9.67050000000000e+07	(-2.13190889057152e+02dB,1.43156718094316e+02°)
9.67100000000000e+07	(-2.13191711466528e+02dB,1.43148832929637e+02°)
9.67150000000000e+07	(-2.13192597536282e+02dB,1.43164238089129e+02°)
9.67200000000000e+07	(-2.13191523010202e+02dB,1.43165950813853e+02°)
9.67250000000000e+07	(-2.13192334274842e+02dB,1.43172224415437e+02°)
9.67300000000000e+07	(-2.13192039805844e+02dB,1.43159297592799e+02°)
9.67350000000000e+07	(-2.13192021122117e+02dB,1.43162916910547e+02°)
9.67400000000000e+07	(-2.13194836305294e+02dB,1.43181639749624e+02°)
9.67450000000000e+07	(-2.13192032435803e+02dB,1.43164531333417e+02°)
9.67500000000000e+07	(-2.13191627812607e+02dB,1.43180613603809e+02°)
9.67550000000000e+07	(-2.13192421734192e+02dB,1.43184794055589e+02°)
9.67600000000000e+07	(-2.13193739578787e+02dB,1.43186973932570e+02°)
9.67650000000000e+07	(-2.13194449431936e+02dB,1.43191059010000e+02°)
9.67700000000000e+07	(-2.13194518657380e+02dB,1.43191170236964e+02°)
9.67750000000000e+07	(-2.13195936500857e+02dB,1.43189628521785e+02°)
9.67800000000000e+07	(-2.13196252682327e+02dB,1.43201479277973e+02°)
9.67850000000000e+07	(-2.13197392496308e+02dB,1.43213177979200e+02°)
9.67900000000000e+07	(-2.13195844602922e+02dB,1.43193501137752e+02°)
9.67950000000000e+07	(-2.13194703676980e+02dB,1.43216633222858e+02°)
9.68000000000000e+07	(-2.13197524116505e+02dB,1.43210562483475e+02°)
9.68050000000000e+07	(-2.13198148643909e+02dB,1.43219203955933e+02°)
9.68100000000000e+07	(-2.13196444690690e+02dB,1.43204644288084e+02°)
9.68150000000000e+07	(-2.13198747888375e+02dB,1.43208439568104e+02°)
9.68200000000000e+07	(-2.13198206744516e+02dB,1.43222498594245e+02°)
9.68250000000000e+07	(-2.13198318098457e+02dB,1.43224304802137e+02°)
9.68300000000000e+07	(-2.13197415830637e+02dB,1.43209271939768e+02°)
9.68350000000000e+07	(-2.13198909866861e+02dB,1.43215083822115e+02°)
9.68400000000000e+07	(-2.13201300240807e+02dB,1.43228384717366e+02°)
9.68450000000000e+07	(-2.13198485135237e+02dB,1.43228476396694e+02°)
9.68500000000000e+07	(-2.13198871981255e+02dB,1.43248894776311e+02°)
9.68550000000000e+07	(-2.13198725620568e+02dB,1.43247826152413e+02°)
9.68600000000000e+07	(-2.13199780767343e+02dB,1.43247664557359e+02°)
9.68650000000000e+07	(-2.13201706316114e+02dB,1.43238118255304e+02°)
9.68700000000000e+07	(-2.13201084486401e+02dB,1.43251758784034e+02°)
9.68750000000000e+07	(-2.13201155493485e+02dB,1.43245340634003e+02°)
9.68800000000000e+07	(-2.13202999198986e+02dB,1.43257694774421e+02°)
9.68850000000000e+07	(-2.13203836888089e+02dB,1.43262921657344e+02°)
9.68900000000000e+07	(-2.13200649170138e+02dB,1.43253999768115e+02°)
9.68950000000000e+07	(-2.13202535515849e+02dB,1.43284214341319e+02°)
9.69000000000000e+07	(-2.13203174925959e+02dB,1.43261698624821e+02°)
9.69050000000000e+07	(-2.13205455726573e+02dB,1.43274741307695e+02°)
9.69100000000000e+07	(-2.13202038163665e+02dB,1.43265676432027e+02°)
9.69150000000000e+07	(-2.13203946193591e+02dB,1.43255221739945e+02°)
9.69200000000000e+07	(-2.13205221932615e+02dB,1.43274961400097e+02°)
9.69250000000000e+07	(-2.13204068210586e+02dB,1.43278680574659e+02°)
9.69300000000000e+07	(-2.13202822739285e+02dB,1.43265463336602e+02°)
9.69350000000000e+07	(-2.13205651815675e+02dB,1.43266623458436e+02°)
9.69400000000000e+07	(-2.13206781065227e+02dB,1.43277192775502e+02°)
9.69450000000000e+07	(-2.13205798542717e+02dB,1.43286168787511e+02°)
9.69500000000000e+07	(-2.13207320715403e+02dB,1.43304049726774e+02°)
9.69550000000000e+07	(-2.13205364558019e+02dB,1.43303582922282e+02°)
9.69600000000000e+07	(-2.13207114269157e+02dB,1.43306776459982e+02°)
9.69650000000000e+07	(-2.13208083468350e+02dB,1.43287628460750e+02°)
9.69700000000000e+07	(-2.13207951594187e+02dB,1.43308322861785e+02°)
9.69750000000000e+07	(-2.13206909350442e+02dB,1.43307740399523e+02°)
9.69800000000000e+07	(-2.13209717067909e+02dB,1.43314839252421e+02°)
9.69850000000000e+07	(-2.13209013977838e+02dB,1.43312610574994e+02°)
9.69900000000000e+07	(-2.13206236749645e+02dB,1.43322208966318e+02°)
9.69950000000000e+07	(-2.13211325226391e+02dB,1.43337280646996e+02°)
9.70000000000000e+07	(-2.13208464904391e+02dB,1.43315675252131e+02°)
9.70050000000000e+07	(-2.13211931592262e+02dB,1.43323659719889e+02°)
9.70100000000000e+07	(-2.13208976068693e+02dB,1.43325179483550e+02°)
9.70150000000000e+07	(-2.13208697156240e+02dB,1.43312754575017e+02°)
9.70200000000000e+07	(-2.13211698085301e+02dB,1.43323907054983e+02°)
9.70250000000000e+07	(-2.13210088967842e+02dB,1.43335856767732e+02°)
9.70300000000000e+07	(-2.13208924342025e+02dB,1.43326000414367e+02°)
9.70350000000000e+07	(-2.13211810794693e+02dB,1.43320271493146e+02°)
9.70400000000000e+07	(-2.13212135473289e+02dB,1.43330502096640e+02°)
9.70450000000000e+07	(-2.13212744807547e+02dB,1.43334114578363e+02°)
9.70500000000000e+07	(-2.13215179324639e+02dB,1.43343920243817e+02°)
9.70550000000000e+07	(-2.13211798014507e+02dB,1.43351834164294e+02°)
9.70600000000000e+07	(-2.13215069539376e+02dB,1.43359097926368e+02°)
9.70650000000000e+07	(-2.13214208792786e+02dB,1.43346553410705e+02°)
9.70700000000000e+07	(-2.13214260989606e+02dB,1.43360268313797e+02°)
9.70750000000000e+07	(-2.13213614398032e+02dB,1.43370697911179e+02°)
9.70800000000000e+07	(-2.13216299349569e+02dB,1.43369386620453e+02°)
9.70850000000000e+07	(-2.13213431279996e+02dB,1.43366500466504e+02°)
9.70900000000000e+07	(-2.13213635594955e+02dB,1.43388762614074e+02°)
9.70950000000000e+07	(-2.13218635384198e+02dB,1.43376178501705e+02°)
9.71000000000000e+07	(-2.13214394132355e+02dB,1.43375335965308e+02°)
9.71050000000000e+07	(-2.13217173146006e+02dB,1.43371650901074e+02°)
9.71100000000000e+07	(-2.13216387013379e+02dB,1.43379371923046e+02°)
9.71150000000000e+07	(-2.13213936606252e+02dB,1.43381542958374e+02°)
9.71200000000000e+07	(-2.13217122248666e+02dB,1.43373615438156e+02°)
9.71250000000000e+07	(-2.13216628981712e+02dB,1.43390824517161e+02°)
9.71300000000000e+07	(-2.13216147183171e+02dB,1.43385824045526e+02°)
9.71350000000000e+07	(-2.13217722873351e+02dB,1.43379597672680e+02°)
9.71400000000000e+07	(-2.13218103478850e+02dB,1.43386520182465e+02°)
9.71450000000000e+07	(-2.13218449414384e+02dB,1.43380686959864e+02°)
9.71500000000000e+07	(-2.13221059277917e+02dB,1.43380633306732e+02°)
9.71550000000000e+07	(-2.13217979875788e+02dB,1.43396656375306e+02°)
9.71600000000000e+07	(-2.13221935603735e+02dB,1.43405911556630e+02°)
9.71650000000000e+07	(-2.13220742558411e+02dB,1.43410866337926e+02°)
9.71700000000000e+07	(-2.13219871043374e+02dB,1.43409534493648e+02°)
9.71750000000000e+07	(-2.13220733367331e+02dB,1.43426754796890e+02°)
9.71800000000000e+07	(-2.13222303942364e+02dB,1.43419204452863e+02°)
9.71850000000000e+07	(-2.13218405017120e+02dB,1.43424168370125e+02°)
9.71900000000000e+07	(-2.13222252229089e+02dB,1.43442886780850e+02°)
9.71950000000000e+07	(-2.13223059086249e+02dB,1.43416432058810e+02°)
9.72000000000000e+07	(-2.13221341092112e+02dB,1.43438628844638e+02°)
9.72050000000000e+07	(-2.13221639118958e+02dB,1.43424046879813e+02°)
9.72100000000000e+07	(-2.13223175322338e+02dB,1.43430721652763e+02°)
9.72150000000000e+07	(-2.13220337144419e+02dB,1.43450847328973e+02°)
9.72200000000000e+07	(-2.13222174638930e+02dB,1.43429167633362e+02°)
9.72250000000000e+07	(-2.13223359196130e+02dB,1.43439918054298e+02°)
9.72300000000000e+07	(-2.13224196829859e+02dB,1.43442158942483e+02°)
9.72350000000000e+07	(-2.13224071601610e+02dB,1.43443802626608e+02°)
9.72400000000000e+07	(-2.13224370439595e+02dB,1.43443357642157e+02°)
9.72450000000000e+07	(-2.13223405055834e+02dB,1.43437035831144e+02°)
9.72500000000000e+07	(-2.13225152024089e+02dB,1.43429917452522e+02°)
9.72550000000000e+07	(-2.13224435416432e+02dB,1.43443452636871e+02°)
9.72600000000000e+07	(-2.13226741603418e+02dB,1.43454599716743e+02°)
9.72650000000000e+07	(-2.13227553160015e+02dB,1.43469727153176e+02°)
9.72700000000000e+07	(-2.13225604693809e+02dB,1.43459558459514e+02°)
9.72750000000000e+07	(-2.13227205179329e+02dB,1.43475263522859e+02°)
9.72800000000000e+07	(-2.13227327310985e+02dB,1.43467893628326e+02°)
9.72850000000000e+07	(-2.13224874826316e+02dB,1.43480967075950e+02°)
9.72900000000000e+07	(-2.13230070595330e+02dB,1.43482838509259e+02°)
9.72950000000000e+07	(-2.13225828494142e+02dB,1.43471500005989e+02°)
9.73000000000000e+07	(-2.13228494295960e+02dB,1.43499299463180e+02°)
9.73050000000000e+07	(-2.13226447889926e+02dB,1.43482728680396e+02°)
9.73100000000000e+07	(-2.13229232241457e+02dB,1.43484245564165e+02°)
9.73150000000000e+07	(-2.13227897192196e+02dB,1.43507533363395e+02°)
9.73200000000000e+07	(-2.13228094886527e+02dB,1.43492400763949e+02°)
9.73250000000000e+07	(-2.13229689550778e+02dB,1.43486588107784e+02°)
9.73300000000000e+07	(-2.13231963584002e+02dB,1.43496003404150e+02°)
9.73350000000000e+07	(-2.13231052555508e+02dB,1.43505865697300e+02°)
9.73400000000000e+07	(-2.13230140118497e+02dB,1.43501324669645e+02°)
9.73450000000000e+07	(-2.13229094685455e+02dB,1.43503862275991e+02°)
9.73500000000000e+07	(-2.13229137745976e+02dB,1.43496197264721e+02°)
9.73550000000000e+07	(-2.13231355239997e+02dB,1.43496878664786e+02°)
9.73600000000000e+07	(-2.13230497831254e+02dB,1.43511414978038e+02°)
9.73650000000000e+07	(-2.13233929048899e+02dB,1.43518706151987e+02°)
9.73700000000000e+07	(-2.13232016397626e+02dB,1.43513460017600e+02°)
9.73750000000000e+07	(-2.13232541621193e+02dB,1.43522702312099e+02°)
9.73800000000000e+07	(-2.13231722317588e+02dB,1.43521739329041e+02°)
9.73850000000000e+07	(-2.13232477369563e+02dB,1.43533511457287e+02°)
9.73900000000000e+07	(-2.13235628949585e+02dB,1.43519235289886e+02°)
9.73950000000000e+07	(-2.13229895551804e+02dB,1.43538947032649e+02°)
9.74000000000000e+07	(-2.13234852095414e+02dB,1.43551732597271e+02°)
9.74050000000000e+07	(-2.13232461020204e+02dB,1.43545668448506e+02°)
9.74100000000000e+07	(-2.13235278231052e+02dB,1.43541566794705e+02°)
9.74150000000000e+07	(-2.13235765838987e+02dB,1.43550363373412e+02°)
9.74200000000000e+07	(-2.13235233388481e+02dB,1.43558045563069e+02°)
9.74250000000000e+07	(-2.13235437476598e+02dB,1.43537828236757e+02°)
9.74300000000000e+07	(-2.13238476707555e+02dB,1.43548620653892e+02°)
9.74350000000000e+07	(-2.13238112973611e+02dB,1.43559454037610e+02°)
9.74400000000000e+07	(-2.13235569725902e+02dB,1.43561731099673e+02°)
9.74450000000000e+07	(-2.13236470357629e+02dB,1.43569790234206e+02°)
9.74500000000000e+07	(-2.13234932016491e+02dB,1.43569040719381e+02°)
9.74550000000000e+07	(-2.13238168672032e+02dB,1.43555907942053e+02°)
9.74600000000000e+07	(-2.13235247998647e+02dB,1.43575722695899e+02°)
9.74650000000000e+07	(-2.13239241834208e+02dB,1.43565976490070e+02°)
9.74700000000000e+07	(-2.13238632837102e+02dB,1.43570165686438e+02°)
9.74750000000000e+07	(-2.13237439477731e+02dB,1.43575540947846e+02°)
9.74800000000000e+07	(-2.13236659269108e+02dB,1.43583192684740e+02°)
9.74850000000000e+07	(-2.13239861062522e+02dB,1.43582948520418e+02°)
9.74900000000000e+07	(-2.13239519565627e+02dB,1.43566537841208e+02°)
9.74950000000000e+07	(-2.13236878938883e+02dB,1.43605016261398e+02°)
9.75000000000000e+07	(-2.13240241949985e+02dB,1.43597927462322e+02°)
9.75050000000000e+07	(-2.13239654720621e+02dB,1.43606751489337e+02°)
9.75100000000000e+07	(-2.13241720614351e+02dB,1.43599243245998e+02°)
9.75150000000000e+07	(-2.13242593141304e+02dB,1.43589665687002e+02°)
9.75200000000000e+07	(-2.13242829716263e+02dB,1.43616778238958e+02°)
9.75250000000000e+07	(-2.13241200081560e+02dB,1.43596159643074e+02°)
9.75300000000000e+07	(-2.13243860983052e+02dB,1.43601436896102e+02°)
9.75350000000000e+07	(-2.13244351704272e+02dB,1.43606816645053e+02°)
9.75400000000000e+07	(-2.13241751061844e+02dB,1.43624011276298e+02°)
9.75450000000000e+07	(-2.13244698923174e+02dB,1.43623571505374e+02°)
9.75500000000000e+07	(-2.13242873802755e+02dB,1.43633947086653e+02°)
9.75550000000000e+07	(-2.13244453062046e+02dB,1.43615510481454e+02°)
9.75600000000000e+07	(-2.13241889556509e+02dB,1.43639668258735e+02°)
9.75650000000000e+07	(-2.13243742850584e+02dB,1.43621891478100e+02°)
9.75700000000000e+07	(-2.13244881708507e+02dB,1.43626636799918e+02°)
9.75750000000000e+07	(-2.13243058743977e+02dB,1.43633496681784e+02°)
9.75800000000000e+07	(-2.13243145879120e+02dB,1.43647528882025e+02°)
9.75850000000000e+07	(-2.13246179122711e+02dB,1.43633903104213e+02°)
9.75900000000000e+07	(-2.13243763170989e+02dB,1.43629645306287e+02°)
9.75950000000000e+07	(-2.13245449518859e+02dB,1.43658652832075e+02°)
9.76000000000000e+07	(-2.13245078283911e+02dB,1.43645366977487e+02°)
9.76050000000000e+07	(-2.13247266113470e+02dB,1.43659939000267e+02°)
9.76100000000000e+07	(-2.13248127508191e+02dB,1.43653353630014e+02°)
9.76150000000000e+07	(-2.13247997157527e+02dB,1.43635687957397e+02°)
9.76200000000000e+07	(-2.13249753975858e+02dB,1.43665514896334e+02°)
9.76250000000000e+07	(-2.13247704742411e+02dB,1.43657685844309e+02°)
9.76300000000000e+07	(-2.13248840713835e+02dB,1.43656555158331e+02°)
9.76350000000000e+07	(-2.13249453345229e+02dB,1.43656717474320e+02°)
9.76400000000000e+07	(-2.13249209173939e+02dB,1.43682709037242e+02°)
9.76450000000000e+07	(-2.13251768998416e+02dB,1.43665702683532e+02°)
9.76500000000000e+07	(-2.13251306049668e+02dB,1.43683884376475e+02°)
9.76550000000000e+07	(-2.13250236865764e+02dB,1.43672975650194e+02°)
9.76600000000000e+07	(-2.13249557900027e+02dB,1.43694941747449e+02°)
9.76650000000000e+07	(-2.13248764995975e+02dB,1.43687639081185e+02°)
9.76700000000000e+07	(-2.13250799913897e+02dB,1.43682963773253e+02°)
9.76750000000000e+07	(-2.13249777685830e+02dB,1.43690880508739e+02°)
9.76800000000000e+07	(-2.13250977567039e+02dB,1.43706714623563e+02°)
9.76850000000000e+07	(-2.13251747988271e+02dB,1.43690405583068e+02°)
9.76900000000000e+07	(-2.13249789243104e+02dB,1.43699793965014e+02°)
9.76950000000000e+07	(-2.13253129537819e+02dB,1.43701943946284e+02°)
9.77000000000000e+07	(-2.13250056695833e+02dB,1.43698647040713e+02°)
9.77050000000000e+07	(-2.13254249711987e+02dB,1.43704776055984e+02°)
9.77100000000000e+07	(-2.13253909588660e+02dB,1.43704827056907e+02°)
9.77150000000000e+07	(-2.13252939412721e+02dB,1.43691772284823e+02°)
9.77200000000000e+07	(-2.13255363030353e+02dB,1.43710848985325e+02°)
9.77250000000000e+07	(-2.13254850031160e+02dB,1.43716775148098e+02°)
9.77300000000000e+07	(-2.13253970609941e+02dB,1.43714811001528e+02°)
9.77350000000000e+07	(-2.13254189232794e+02dB,1.43715417778138e+02°)
9.77400000000000e+07	(-2.13257018653897e+02dB,1.43731390910965e+02°)
9.77450000000000e+07	(-2.13256632745421e+02dB,1.43708065078806e+02°)
9.77500000000000e+07	(-2.13258315885045e+02dB,1.43724080490077e+02°)
9.77550000000000e+07	(-2.13255824015627e+02dB,1.43728949370859e+02°)
9.77600000000000e+07	(-2.13256780169422e+02dB,1.43741596247155e+02°)
9.77650000000000e+07	(-2.13255377444529e+02dB,1.43754775470243e+02°)
9.77700000000000e+07	(-2.13256834246765e+02dB,1.43740616756123e+02°)
9.77750000000000e+07	(-2.13256790849158e+02dB,1.43743816312990e+02°)
9.77800000000000e+07	(-2.13258774414754e+02dB,1.43756604712160e+02°)
9.77850000000000e+07	(-2.13257378353968e+02dB,1.43750908542003e+02°)
9.77900000000000e+07	(-2.13257217387446e+02dB,1.43763993352838e+02°)
9.77950000000000e+07	(-2.13259030885040e+02dB,1.43746772088373e+02°)
9.78000000000000e+07	(-2.13255903684076e+02dB,1.43756609192042e+02°)
9.78050000000000e+07	(-2.13260034114039e+02dB,1.43747752034759e+02°)
9.78100000000000e+07	(-2.13259171591266e+02dB,1.43758744994003e+02°)
